ID_Venda,Produto,Filial,Data_Venda,Quantidade,Preço_Unitario,Desconto (%),Total_Venda,Ano_Mês
532,Produto B,Filial Norte,2025-03-01,3,98.49750911366206,5.4123998938719335,279.49929010478314,2025-03
533,Produto B,Filial Sul,2025-01-12,13,80.80375066365782,3.883257380921645,1009.6571296753476,2025-01
534,Produto E,Filial Sul,2025-02-18,15,79.62963084060992,9.4886978724147,1081.1072362983791,2025-02
535,Produto C,Filial Norte,2025-02-11,2,77.30547169708646,0.1466830167236055,154.38415539821753,2025-02
536,Produto E,Filial Leste,2025-02-07,11,23.554729289644666,0.5161878572636347,257.7645690096422,2025-02
537,Produto C,Filial Leste,2025-03-23,4,29.550779780770974,11.06581279246,105.12298324607497,2025-03
538,Produto C,Filial Oeste,2025-02-14,19,51.75911183179825,10.40898808330572,881.0587289348283,2025-02
539,Produto B,Filial Norte,2025-02-04,17,33.76039149635193,19.8916397807052,459.7632325328102,2025-02
540,Produto D,Filial Norte,2025-01-30,3,47.37168751006364,4.036836707275162,136.37810951940514,2025-01
541,Produto A,Filial Sul,2025-03-29,18,89.96176989306286,5.162078583209368,1535.7217074540654,2025-03
542,Produto B,Filial Norte,2025-01-30,8,84.18942026913423,2.270812846525734,658.2210887859775,2025-01
543,Produto B,Filial Leste,2025-03-19,19,66.7035890631984,18.35086019307489,1034.7952271185056,2025-03
544,Produto D,Filial Norte,2025-01-06,5,87.23083548259932,15.556224889169014,368.30505271112565,2025-01
545,Produto A,Filial Sul,2025-03-08,7,80.53951501155242,16.44678222913695,471.0534945843953,2025-03
546,Produto E,Filial Oeste,2025-03-21,8,48.60864386568014,18.055275759290176,318.6577533830424,2025-03
547,Produto E,Filial Sul,2025-01-07,5,28.09586368449506,10.497999734516766,125.73179994743288,2025-01
548,Produto B,Filial Sul,2025-02-21,17,56.27809360084053,9.023863829014472,870.3937961685012,2025-02
549,Produto A,Filial Oeste,2025-01-14,5,76.26059942756952,6.60782947331233,356.1071453103496,2025-01
550,Produto B,Filial Sul,2025-03-14,4,49.27776388566337,11.78429228695711,173.8829126276008,2025-03
551,Produto C,Filial Sul,2025-01-15,19,70.00947188055075,9.085567935796451,1209.3255612756689,2025-01
552,Produto B,Filial Norte,2025-01-21,2,18.489468366193925,9.031311732111504,33.639253680865615,2025-01
553,Produto B,Filial Norte,2025-02-04,11,77.3204262734263,18.738557274622774,691.1486330231762,2025-02
554,Produto E,Filial Oeste,2025-03-07,13,83.14422579037559,19.6806302855826,868.1519354139027,2025-03
555,Produto E,Filial Norte,2025-01-02,15,73.61540702024871,15.929687786591614,928.3305377864166,2025-01
556,Produto E,Filial Norte,2025-02-04,12,97.0537228773729,15.135161804938566,988.37381858599,2025-02
557,Produto C,Filial Sul,2025-03-23,11,84.39868517145764,13.61116323558203,802.0214660049414,2025-03
558,Produto E,Filial Leste,2025-03-19,7,91.27843550888844,3.3214970466702742,617.7263747844971,2025-03
559,Produto A,Filial Norte,2025-01-20,5,94.02139751118833,1.1821164175130905,464.5497756761666,2025-01
560,Produto D,Filial Leste,2025-03-23,17,82.12131926864276,13.814526302265262,1203.203016314651,2025-03
561,Produto A,Filial Norte,2025-01-10,9,70.68329578058493,14.57572444513152,543.4262402298264,2025-01
562,Produto A,Filial Norte,2025-01-25,14,10.514672322471036,0.939459821962796,145.8224768082653,2025-01
563,Produto E,Filial Oeste,2025-03-07,12,51.924317790081226,18.56103500457696,507.4395238701176,2025-03
564,Produto D,Filial Oeste,2025-01-25,6,61.404606876012494,1.8228127888935508,361.7118950934404,2025-01
565,Produto D,Filial Oeste,2025-02-23,17,37.362724520319965,5.718010675424048,598.8474390415195,2025-02
566,Produto D,Filial Leste,2025-02-02,19,38.62940022131249,13.44779625597409,635.2573465082661,2025-02
567,Produto C,Filial Sul,2025-02-05,19,96.50434741391489,3.3974518880895266,1771.2875141716345,2025-02
568,Produto E,Filial Norte,2025-01-14,16,90.25397786824712,1.1083177688448886,1428.0588319111043,2025-01
569,Produto D,Filial Norte,2025-03-06,12,86.42611049515338,6.622929783282996,968.4260385916416,2025-03
570,Produto C,Filial Norte,2025-03-21,12,46.54106215354996,15.31943149710358,472.93483222694977,2025-03
571,Produto B,Filial Leste,2025-02-23,6,11.232869536802308,8.273573579705207,61.82105886337606,2025-02
572,Produto B,Filial Oeste,2025-02-21,4,17.220002181014266,13.059458438158789,59.88465261253868,2025-02
573,Produto C,Filial Sul,2025-01-03,6,38.09767313958433,11.592381944562732,202.08747214351575,2025-01
574,Produto C,Filial Leste,2025-02-10,11,11.416862169610928,0.4443696405116082,125.02742010253134,2025-02
575,Produto E,Filial Oeste,2025-01-06,1,11.54348037236783,19.77079974091413,9.261241984815255,2025-01
576,Produto E,Filial Leste,2025-01-25,15,92.494297147817,0.8285617763877551,1375.9188713446752,2025-01
577,Produto B,Filial Sul,2025-01-13,11,73.55426519071486,19.3560547529697,652.4876748198111,2025-01
578,Produto D,Filial Oeste,2025-01-08,19,37.80603910613374,10.997283567287964,639.3196338213762,2025-01
579,Produto B,Filial Leste,2025-01-21,18,21.938011984085783,19.26318054130133,318.8169563115423,2025-01
580,Produto D,Filial Sul,2025-03-09,17,56.04721461055694,2.295071988276709,930.9351416929522,2025-03
581,Produto D,Filial Norte,2025-01-25,19,10.4811544768928,9.808170383710264,179.60975476476628,2025-01
582,Produto E,Filial Sul,2025-03-20,14,94.45723694723296,3.3900818373211727,1277.5708303882914,2025-03
583,Produto A,Filial Norte,2025-03-09,18,47.33336074500525,1.0194975404488482,843.3143693351667,2025-03
584,Produto A,Filial Leste,2025-02-14,19,46.21014597135995,12.35058230124623,769.5555533711813,2025-02
585,Produto C,Filial Oeste,2025-03-01,15,45.1534246823604,4.1556684192338285,649.1549710894951,2025-03
586,Produto E,Filial Oeste,2025-01-12,15,16.23954973489883,11.75394036575092,214.96144115088535,2025-01
587,Produto D,Filial Leste,2025-02-01,4,67.44900158126438,2.247289638979713,263.7329086285335,2025-02
588,Produto A,Filial Oeste,2025-01-13,7,75.97032576655181,6.639729428654055,496.4827118271001,2025-01
589,Produto D,Filial Oeste,2025-01-31,13,70.85128578294612,15.632651161064944,777.0795686337963,2025-01
590,Produto A,Filial Norte,2025-03-19,3,22.45919439964549,8.741030436843753,61.4880881439077,2025-03
591,Produto A,Filial Leste,2025-01-20,16,62.09561512320333,12.554908297946728,868.7930813990274,2025-01
592,Produto A,Filial Sul,2025-01-18,9,61.25360357550285,12.94915881491092,479.8959945178953,2025-01
593,Produto E,Filial Norte,2025-03-01,8,88.15697091472438,16.875100879745872,586.2431451226913,2025-03
594,Produto B,Filial Leste,2025-03-04,13,44.12148925380823,6.498455888132826,536.3055585870092,2025-03
595,Produto D,Filial Norte,2025-01-06,17,43.43373492934908,13.745911251650352,636.8773286356228,2025-01
596,Produto E,Filial Sul,2025-02-01,17,65.6674352846367,19.232316140923317,901.6471309940054,2025-02
597,Produto E,Filial Sul,2025-02-12,17,66.97653881495617,14.604866687157362,972.3099783591136,2025-02
598,Produto E,Filial Leste,2025-01-02,1,52.235670459321135,9.797409534354893,47.1179279014054,2025-01
599,Produto E,Filial Sul,2025-03-01,8,49.8753426097379,12.614348889838585,348.67114306354586,2025-03
600,Produto E,Filial Norte,2025-01-23,19,54.47329035740944,14.793657955262162,881.8792639941921,2025-01
601,Produto C,Filial Sul,2025-03-24,6,87.49407695529807,12.245515313877448,460.679858178008,2025-03
602,Produto D,Filial Norte,2025-01-31,3,51.5050211128519,0.333516269796783,153.9997304630348,2025-01
603,Produto E,Filial Norte,2025-01-05,5,94.59386127728402,3.895469953744517,454.54492916570325,2025-01
604,Produto D,Filial Sul,2025-03-24,13,55.360338723669344,16.20936434430932,603.0281363301782,2025-03
605,Produto C,Filial Leste,2025-02-03,15,95.42806238628025,5.453012946249693,1353.365366850017,2025-02
606,Produto C,Filial Oeste,2025-01-10,14,84.95487116821681,14.631242391222678,1015.3488526222168,2025-01
607,Produto D,Filial Sul,2025-03-30,16,42.61881903542462,7.442404304833974,631.1512674058044,2025-03
608,Produto A,Filial Norte,2025-01-02,18,87.72772791669544,10.437686563158865,1414.277687659859,2025-01
609,Produto B,Filial Norte,2025-01-11,11,19.90569557810037,1.359465996388074,215.9859285690873,2025-01
610,Produto A,Filial Sul,2025-02-19,3,93.2542457808713,3.624511220994191,269.62270553547035,2025-02
611,Produto A,Filial Leste,2025-01-31,10,66.84791635746025,19.14393927038469,540.505918464705,2025-01
612,Produto A,Filial Leste,2025-02-25,10,14.895167367008009,17.80276106893828,122.43416309841108,2025-02
613,Produto E,Filial Norte,2025-03-20,16,67.98310512857304,13.045502217981005,945.829882258763,2025-03
614,Produto C,Filial Norte,2025-03-14,12,97.68228887302806,9.192891947714749,1064.4295392585122,2025-03
615,Produto A,Filial Leste,2025-03-28,2,16.282058915316604,13.515225857904476,28.163003757188985,2025-03
616,Produto C,Filial Oeste,2025-03-24,9,59.92189388020777,12.37220578187878,472.5741047485449,2025-03
617,Produto D,Filial Sul,2025-01-09,3,77.30149147834352,11.371045112092242,205.53451203006284,2025-01
618,Produto B,Filial Norte,2025-01-21,15,82.92327280295783,1.1835414372708364,1229.1276226229052,2025-01
619,Produto D,Filial Norte,2025-03-14,3,47.24447187887163,12.656052213230138,123.79556055005042,2025-03
620,Produto D,Filial Leste,2025-01-28,19,28.37499032514187,15.378400891423368,456.2160406407402,2025-01
621,Produto E,Filial Sul,2025-03-03,18,13.810805089514544,19.88163309291151,199.16984689992205,2025-03
622,Produto B,Filial Leste,2025-01-07,8,62.17535413875023,0.2215710518861935,496.3007324205683,2025-01
623,Produto D,Filial Sul,2025-03-21,17,50.76199632408497,14.603469066213531,736.9327261895811,2025-03
624,Produto D,Filial Sul,2025-01-16,8,95.386995563474,11.43578631871961,675.8299405999084,2025-01
625,Produto B,Filial Sul,2025-01-04,7,15.45444169434188,8.681043521619134,98.78984419382968,2025-01
626,Produto B,Filial Norte,2025-01-04,7,71.68558091014052,2.551403491427417,488.9961474716441,2025-01
627,Produto D,Filial Oeste,2025-02-09,3,12.246959990805143,8.181702972697524,33.73485030351709,2025-02
628,Produto B,Filial Leste,2025-01-17,1,25.42907590394885,7.087543659722706,23.626779046992446,2025-01
629,Produto D,Filial Oeste,2025-02-21,4,50.82210999305507,6.056597779574844,190.97607683073045,2025-02
630,Produto D,Filial Leste,2025-02-21,5,50.93851985225814,14.617592466444156,217.46267305908148,2025-02
631,Produto E,Filial Sul,2025-02-05,1,71.71304886402795,14.014510425685277,61.66281615440198,2025-02
632,Produto A,Filial Norte,2025-02-07,15,91.9191731380981,11.78040181961823,1216.3608778973933,2025-02
633,Produto D,Filial Oeste,2025-02-19,5,67.51289430234287,18.773296265867444,274.19249318651055,2025-02
634,Produto C,Filial Norte,2025-03-04,13,95.8181588066358,6.997087683617089,1158.4778168354042,2025-03
635,Produto A,Filial Leste,2025-03-04,8,89.34540758901979,4.876038754203592,679.9111271190242,2025-03
636,Produto A,Filial Norte,2025-03-03,8,62.60498159777112,13.118066261967993,435.1393490278612,2025-03
637,Produto A,Filial Norte,2025-01-07,5,85.04127558269445,3.976281218748059,408.29897656758,2025-01
638,Produto E,Filial Oeste,2025-01-27,9,67.83198492912706,6.300210143668492,572.0258460057346,2025-01
639,Produto D,Filial Sul,2025-03-27,1,17.070204783135445,4.492048801497697,16.30340285376141,2025-03
640,Produto E,Filial Norte,2025-01-14,4,76.65082509335589,1.3830713543700246,302.36275795440565,2025-01
641,Produto D,Filial Sul,2025-03-12,3,18.54175971406116,16.549974832713467,46.41930944352549,2025-03
642,Produto E,Filial Leste,2025-03-27,2,63.46745025127412,5.090810858433224,120.47288480462308,2025-03
643,Produto E,Filial Norte,2025-01-05,8,73.2376185272406,9.460550066860414,530.4714956695581,2025-01
644,Produto C,Filial Oeste,2025-02-24,9,15.98748473897697,0.866305465086239,142.64085856458047,2025-02
645,Produto E,Filial Leste,2025-01-02,2,30.771518853387857,13.98678932505286,52.935142678491154,2025-01
646,Produto B,Filial Leste,2025-03-03,14,92.41050090354848,6.611220046125816,1208.2145508032293,2025-03
647,Produto C,Filial Oeste,2025-01-21,14,65.46830430096068,14.8947345565842,780.0376381929011,2025-01
648,Produto E,Filial Norte,2025-03-20,4,32.16574169294785,8.248061209357322,118.05076651867896,2025-03
649,Produto A,Filial Norte,2025-01-21,6,72.1611794033206,3.915112128112492,416.0159299002731,2025-01
650,Produto B,Filial Leste,2025-01-10,11,63.709877796552064,10.263501645640718,628.8811478451398,2025-01
651,Produto B,Filial Norte,2025-03-28,3,55.14181299261536,2.610091192748796,161.10768416451927,2025-03
652,Produto B,Filial Sul,2025-02-27,8,97.85682774892751,8.810783197459894,713.878998496462,2025-02
653,Produto C,Filial Oeste,2025-02-08,3,71.5108399666758,6.34610954840973,200.91805117020775,2025-02
654,Produto E,Filial Sul,2025-01-05,14,43.78969987011214,18.239191683992665,501.23937602140217,2025-01
655,Produto E,Filial Norte,2025-03-06,13,82.00660888691812,1.218574434414399,1053.094865114395,2025-03
656,Produto A,Filial Leste,2025-01-13,13,89.6124963629069,13.88034828211484,1003.261606924693,2025-01
657,Produto A,Filial Oeste,2025-03-26,2,21.26985035651483,3.655023319748718,40.98486473181711,2025-03
658,Produto B,Filial Norte,2025-03-31,13,28.049768006073982,6.380901486644797,341.3792192508619,2025-03
659,Produto A,Filial Norte,2025-03-26,19,29.46043082150017,8.310281261241318,513.2315370297416,2025-03
660,Produto C,Filial Leste,2025-02-22,6,72.20906284478863,18.160301787499485,354.5740746854991,2025-02
661,Produto E,Filial Leste,2025-03-23,16,64.2735599547955,4.851565321476503,978.4845793464036,2025-03
662,Produto B,Filial Sul,2025-02-14,2,65.70924082287294,1.8261760508934044,129.01854880748354,2025-02
663,Produto A,Filial Oeste,2025-02-01,8,94.66959697205507,6.373792079810472,709.084429586094,2025-02
664,Produto C,Filial Oeste,2025-02-05,17,79.83203795265753,2.093519410710667,1328.7325586165966,2025-02
665,Produto C,Filial Leste,2025-03-22,2,21.514323206060485,2.57192971921105,41.92197986727339,2025-03
666,Produto A,Filial Sul,2025-03-01,10,41.27563741826629,11.477011959500532,365.38427575411794,2025-03
667,Produto E,Filial Oeste,2025-01-11,16,49.18542815581621,1.2180386619898664,777.3812899970098,2025-01
668,Produto A,Filial Leste,2025-03-04,6,45.63654298728444,0.6186176278713207,272.1253637256842,2025-03
669,Produto B,Filial Norte,2025-01-21,2,70.23777482456913,14.288282029409956,120.40400693290556,2025-01
670,Produto A,Filial Oeste,2025-02-21,2,90.27037929309064,7.23294189682089,167.48235041756308,2025-02
671,Produto C,Filial Sul,2025-02-24,13,37.54463171705092,2.5075069846774656,475.8415669068677,2025-02
672,Produto A,Filial Sul,2025-01-26,15,59.66894227790671,5.072255417194165,849.635716812497,2025-01
673,Produto E,Filial Sul,2025-03-09,2,81.04684797222271,12.84173014704798,141.27806092588327,2025-03
674,Produto D,Filial Norte,2025-02-03,7,47.45962529608144,5.510731342817024,313.9097699479474,2025-02
675,Produto A,Filial Oeste,2025-02-21,3,25.130631555936628,9.89042250240816,67.93531775259295,2025-02
676,Produto E,Filial Oeste,2025-03-23,8,52.74558687373735,2.4339061345334456,411.6944703929743,2025-03
677,Produto E,Filial Norte,2025-02-21,14,14.970026866872562,11.76187275210894,184.9297989816829,2025-02
678,Produto C,Filial Oeste,2025-01-29,7,94.81451086020492,6.321553676865282,621.7453246390386,2025-01
679,Produto E,Filial Norte,2025-02-07,7,16.73390846754757,12.539368690574332,102.44907391920982,2025-02
680,Produto E,Filial Norte,2025-02-11,1,49.46110437255204,16.16789764608046,41.4642836429768,2025-02
681,Produto E,Filial Norte,2025-01-21,17,57.68931349796736,12.232928387799848,860.7477585359102,2025-01
682,Produto E,Filial Sul,2025-02-11,9,98.67734490585568,5.914951251900414,835.5656525220422,2025-02
683,Produto B,Filial Oeste,2025-01-13,13,24.94196412785747,5.114874030966008,307.66078306429483,2025-01
684,Produto B,Filial Norte,2025-03-05,19,20.29883667511227,6.54841917466896,360.4220914788452,2025-03
685,Produto C,Filial Oeste,2025-01-17,19,10.783553235628922,3.292410264730097,198.1417740179324,2025-01
686,Produto A,Filial Sul,2025-01-09,17,24.001429318237207,3.6234370170004015,393.2397949430873,2025-01
687,Produto E,Filial Norte,2025-02-10,10,28.654568116090086,15.81382203800336,241.2318570845315,2025-02
688,Produto A,Filial Leste,2025-01-01,10,66.75228474247831,7.694651530148899,616.1592904313185,2025-01
689,Produto A,Filial Sul,2025-01-02,4,29.77361113522604,8.719903611411716,108.70952377039112,2025-01
690,Produto C,Filial Leste,2025-03-01,8,11.846873325639269,11.880989311336222,83.51478057674021,2025-03
691,Produto E,Filial Oeste,2025-02-17,18,84.39565109522398,11.793069903030952,1339.97063339603,2025-02
692,Produto E,Filial Oeste,2025-01-29,14,42.90361309035701,1.3475374304385146,592.556591829355,2025-01
693,Produto D,Filial Sul,2025-01-10,18,41.83270179226605,16.630815726753312,627.760480386097,2025-01
694,Produto A,Filial Oeste,2025-02-27,14,37.22311262511339,3.5465310644787884,502.64176721776937,2025-02
695,Produto A,Filial Leste,2025-03-01,15,97.78359494317787,14.461432720993376,1254.640292224523,2025-03
696,Produto B,Filial Norte,2025-01-21,4,25.31038755783533,15.453419762563332,85.59626849996575,2025-01
697,Produto D,Filial Norte,2025-01-28,13,90.84142575579116,14.297990681826274,1012.08805315787,2025-01
698,Produto B,Filial Norte,2025-03-16,8,79.91229989258991,11.579552931082905,565.2705026246541,2025-03
699,Produto B,Filial Sul,2025-02-03,18,16.883195994938177,0.2921799421776572,303.00960028756367,2025-02
700,Produto B,Filial Oeste,2025-01-08,12,98.80561913507638,7.207509847263413,1100.210332875194,2025-01
701,Produto C,Filial Leste,2025-02-28,14,34.422936718510954,12.096788587251623,423.6241357340898,2025-02
702,Produto C,Filial Oeste,2025-03-27,2,18.87246343201711,7.749025918450774,34.82006269843992,2025-03
703,Produto B,Filial Oeste,2025-03-13,18,84.63828107131835,17.26959789825626,1260.3886247215032,2025-03
704,Produto D,Filial Oeste,2025-02-18,2,73.60079803099299,6.176045506992307,138.1103585021787,2025-02
705,Produto A,Filial Norte,2025-03-20,11,65.54969252901107,5.870695849173209,678.7161639562107,2025-03
706,Produto D,Filial Leste,2025-01-17,9,24.038277732903985,5.319953861853159,204.8350720349644,2025-01
707,Produto E,Filial Leste,2025-03-01,12,53.06465046303657,6.65561737921591,594.3944443751824,2025-03
708,Produto C,Filial Oeste,2025-03-28,17,80.25004241984924,11.148099286283744,1212.1626962311936,2025-03
709,Produto A,Filial Norte,2025-03-29,15,37.32615443294562,14.140305885451816,480.7218303127647,2025-03
710,Produto A,Filial Norte,2025-02-14,17,38.05208456635373,13.251358354775702,561.1643301430663,2025-02
711,Produto E,Filial Leste,2025-03-24,18,10.282681544330991,16.15435639962959,155.18844936397488,2025-03
712,Produto E,Filial Norte,2025-03-10,6,25.68190614808416,17.7182799099485,126.78908478333804,2025-03
713,Produto B,Filial Norte,2025-02-01,17,88.78650626096508,16.321580846867025,1263.0174626280414,2025-02
714,Produto C,Filial Norte,2025-02-13,18,49.75718424739364,0.3789080674870915,892.2357047182652,2025-02
715,Produto C,Filial Sul,2025-03-06,8,98.58110493109906,14.718359071039774,672.5726714491312,2025-03
716,Produto D,Filial Oeste,2025-03-28,9,45.61371672164133,4.167991472366632,393.41286808608464,2025-03
717,Produto B,Filial Leste,2025-01-08,6,74.36678093022171,2.658560854159653,434.338168823473,2025-01
718,Produto B,Filial Leste,2025-03-18,5,35.37271386142562,12.76977569598271,154.27848821869893,2025-03
719,Produto B,Filial Sul,2025-03-13,12,42.742867702684016,6.394863908153898,480.11423379186135,2025-03
720,Produto B,Filial Oeste,2025-03-28,11,27.16533888318052,1.1423432674088652,295.4051920971767,2025-03
721,Produto C,Filial Leste,2025-02-12,1,41.23561316494555,2.752594687967227,40.10056386741654,2025-02
722,Produto C,Filial Norte,2025-01-01,11,59.25137683785788,0.0185883373992212,651.6439929121934,2025-01
723,Produto B,Filial Leste,2025-02-20,19,99.25955928813244,18.064472546894145,1545.2480255568337,2025-02
724,Produto D,Filial Norte,2025-01-24,9,69.7781541764607,0.4923596768247718,624.9113521385688,2025-01
725,Produto A,Filial Sul,2025-01-24,2,27.932135896748264,4.189115390190221,53.524052986177466,2025-01
726,Produto A,Filial Norte,2025-01-17,12,14.046529743239605,8.325255613758147,154.52544284702807,2025-01
727,Produto D,Filial Leste,2025-01-05,4,21.372083318305958,7.131426519016381,79.39179560351202,2025-01
728,Produto B,Filial Leste,2025-01-20,4,60.62996811457426,18.234517538255517,198.297543781134,2025-01
729,Produto C,Filial Leste,2025-01-21,18,78.86442959350897,0.8057789146908423,1408.1212196757588,2025-01
730,Produto A,Filial Sul,2025-02-27,15,94.63772865706724,10.24429415354103,1274.1414202981089,2025-02
731,Produto E,Filial Sul,2025-01-31,19,11.424085479713874,13.60958925048748,187.51697303570444,2025-01
732,Produto E,Filial Oeste,2025-01-11,13,57.04841274056828,18.633959473623374,603.4344501918902,2025-01
733,Produto D,Filial Leste,2025-02-21,19,52.37806206008591,12.40742504247442,871.7065721543204,2025-02
734,Produto B,Filial Norte,2025-01-15,17,69.04495197781335,16.075104720235252,985.0803619368432,2025-01
735,Produto A,Filial Sul,2025-03-24,6,60.362096901880776,1.674498756906968,356.10800603769485,2025-03
736,Produto B,Filial Leste,2025-01-07,16,71.83352355242326,7.7187902187385475,1060.621513002937,2025-01
737,Produto A,Filial Leste,2025-01-28,12,69.22743262742713,7.478942689581349,768.5994313890399,2025-01
738,Produto D,Filial Sul,2025-02-20,19,20.53105523721516,17.72576432911435,320.9436066601361,2025-02
739,Produto D,Filial Oeste,2025-02-27,5,81.97461222568477,3.0274234252654986,397.4644680619692,2025-02
740,Produto E,Filial Sul,2025-01-05,17,21.09093181446924,3.0377234467326053,347.6542097713142,2025-01
741,Produto B,Filial Sul,2025-01-05,1,72.86775626882235,6.57116299771597,68.07949723161963,2025-01
742,Produto E,Filial Norte,2025-01-08,10,47.453083087654605,1.0893209473367516,469.3616671342367,2025-01
743,Produto B,Filial Norte,2025-03-05,15,56.24656611189381,3.649160813049801,812.9105769397866,2025-03
744,Produto E,Filial Oeste,2025-01-10,11,91.29682129381396,19.304192770914703,810.3997760929245,2025-01
745,Produto C,Filial Leste,2025-02-07,13,90.0895353826138,8.563678797343456,1070.8692402515596,2025-02
746,Produto C,Filial Sul,2025-03-22,5,83.60706750895265,12.640384168448728,365.1940649192338,2025-03
747,Produto C,Filial Oeste,2025-01-08,1,55.91335424106909,14.522225186892738,47.793491028636,2025-01
748,Produto C,Filial Norte,2025-01-25,12,76.26158291204499,7.33922814014401,847.9748563061391,2025-01
749,Produto A,Filial Sul,2025-03-14,11,56.160734996692845,2.94454148821034,599.5776474009449,2025-03
750,Produto C,Filial Leste,2025-03-07,17,88.26454742272998,4.131620324435616,1438.502454516403,2025-03
751,Produto D,Filial Norte,2025-03-20,4,46.24982499096099,6.265329531612207,173.40848418993338,2025-03
752,Produto D,Filial Norte,2025-02-19,15,97.32118099733891,12.721368407044514,1274.1089253687126,2025-02
753,Produto A,Filial Norte,2025-03-08,9,93.90904824059898,7.965610981781088,777.8575690295374,2025-03
754,Produto C,Filial Oeste,2025-02-18,19,76.74423575066069,0.1362939580025624,1456.153121890129,2025-02
755,Produto C,Filial Leste,2025-02-05,19,35.14742957584648,10.468143701349437,597.8947766698093,2025-02
756,Produto C,Filial Sul,2025-03-09,12,21.848822991393256,18.43026783814836,213.86431673515844,2025-03
757,Produto E,Filial Oeste,2025-03-19,5,86.92331050838777,16.24155222017358,364.0280782033217,2025-03
758,Produto B,Filial Oeste,2025-02-10,10,24.877205752416515,16.50422742519262,207.71415138004596,2025-02
759,Produto E,Filial Oeste,2025-03-30,17,86.88347100976021,15.901160352122623,1242.1558464051404,2025-03
760,Produto B,Filial Norte,2025-03-03,5,54.16885060411244,6.474616512208473,253.3081262921252,2025-03
761,Produto C,Filial Leste,2025-01-10,16,46.59011054272938,15.30387667508784,631.3602797197276,2025-01
762,Produto C,Filial Oeste,2025-01-21,7,91.28717009509862,2.86322715622386,620.7138773555124,2025-01
763,Produto E,Filial Sul,2025-02-05,9,64.34658842862501,13.15432294551907,502.940073440697,2025-02
764,Produto E,Filial Leste,2025-01-12,3,61.8952606416746,12.831371333699888,161.85974973233976,2025-01
765,Produto B,Filial Sul,2025-01-02,15,60.288935016195786,0.5113959817946934,899.7092973758422,2025-01
766,Produto D,Filial Leste,2025-01-13,16,43.40525644175783,15.759402671818632,585.0375567738514,2025-01
767,Produto B,Filial Sul,2025-02-22,18,80.70787931762145,18.06496210190261,1190.3045671015889,2025-02
768,Produto E,Filial Norte,2025-02-01,14,32.75185996141957,5.348305569442154,434.002665754099,2025-02
769,Produto E,Filial Oeste,2025-01-16,3,94.50054640371476,16.24781448372302,237.43881881380375,2025-01
770,Produto A,Filial Sul,2025-02-01,12,90.45866845422648,1.648119437238964,1067.6136186811775,2025-02
771,Produto E,Filial Leste,2025-02-01,9,40.37322931074084,11.99935716522132,319.758311939501,2025-02
772,Produto A,Filial Oeste,2025-01-11,7,75.65173928484974,9.712937306685545,478.1261329368656,2025-01
773,Produto D,Filial Oeste,2025-01-10,9,61.590087500463234,10.91847066618,493.788526771055,2025-01
774,Produto B,Filial Leste,2025-01-15,13,40.38843717993112,18.5241040376869,427.7889337478232,2025-01
775,Produto B,Filial Sul,2025-01-17,18,98.9669483195902,17.42630494493707,1470.9719899929626,2025-01
776,Produto A,Filial Norte,2025-02-09,5,12.27136112634378,15.70167314479514,51.722760559339136,2025-02
777,Produto B,Filial Norte,2025-01-18,13,32.7381427559158,5.47396915356742,402.2988699600794,2025-01
778,Produto E,Filial Sul,2025-02-24,4,56.80666550000353,18.236372573721837,185.78876133085996,2025-02
779,Produto C,Filial Oeste,2025-03-14,2,56.97577031307075,1.950153849277505,111.72931027030978,2025-03
780,Produto A,Filial Oeste,2025-01-25,16,63.00397674510077,17.066584331175754,836.0215987504605,2025-01
781,Produto B,Filial Oeste,2025-02-28,9,77.65085548206274,6.563201447072156,652.9902607026008,2025-02
782,Produto A,Filial Oeste,2025-03-19,9,66.11300474673668,1.0754462332396677,588.6179543475571,2025-03
783,Produto A,Filial Sul,2025-03-30,6,64.02533144752333,13.387139684814963,332.72502535786566,2025-03
784,Produto C,Filial Oeste,2025-01-22,11,14.816301662173895,4.625598566319109,155.4405492739755,2025-01
785,Produto E,Filial Leste,2025-01-30,1,43.887725901036845,4.871422517292638,41.74976933916607,2025-01
786,Produto A,Filial Oeste,2025-03-25,4,30.88501657310404,6.12094332457543,115.97824885151444,2025-03
787,Produto B,Filial Norte,2025-03-26,13,33.88331004417779,1.2736953500503343,434.8726186961255,2025-03
788,Produto D,Filial Oeste,2025-02-13,13,59.89037269063104,3.5425428839650808,750.9934972110859,2025-02
789,Produto A,Filial Sul,2025-02-01,13,27.95547834366476,0.102792551711206,363.047648523719,2025-02
790,Produto A,Filial Norte,2025-02-20,2,36.45541909152078,8.908190422115736,66.41580187933555,2025-02
791,Produto C,Filial Sul,2025-02-15,9,31.337623766560608,1.6851075483594258,277.2859599269444,2025-02
792,Produto E,Filial Sul,2025-01-21,8,95.36526488963752,13.65305210088398,658.7599647048744,2025-01
793,Produto D,Filial Norte,2025-02-01,7,95.01991589539855,4.712457023832968,633.7950023632197,2025-02
794,Produto B,Filial Sul,2025-02-08,4,64.89474027364466,18.871482880703542,210.59256188970716,2025-02
795,Produto D,Filial Sul,2025-01-12,18,93.207022185871,17.425032547973053,1385.3820281937572,2025-01
796,Produto B,Filial Oeste,2025-02-16,3,80.72313809215359,5.788817899364165,228.15066787603965,2025-02
797,Produto E,Filial Leste,2025-01-18,6,63.09530945216279,15.664309093133577,319.2711909378413,2025-01
